wRunwFitwGenwCostwNum_PlayerswTeam
0w0w1843.0w522w99.00000000000001w11w['MONREAL, N', 'LASCELLES, J', 'YEDLIN, D', 'BRUNO', 'DE BRUYNE, K', 'DOUCOURE, A', 'MOOY, A', 'GUDMUNDSSON, J', 'SUNG-YEUNG, K', 'SALAH, M', 'MORAES, E']
11w11w1713.0w522w99.69999999999999w11w['OTAMENDI, N', 'RUDIGER, A', 'LASCELLES, J', 'STONES, J', 'STERLING, R', 'FABREGAS, C', 'RICHARLISON', 'GUEYE, I', 'DIAME, M', 'ARNAUTOVIC, M', 'FABIANSKI, L']
12w12w1600.0w522w99.9w11w['SCHINDLER, C', 'JORGENSEN, M', 'STEPHENS, J', 'DUMMETT, P', 'DE BRUYNE, K', 'SILVA, D', 'ALLI, D', 'MATIC, N', 'MATA, J', 'SANCHEZ, A', 'RYAN, M']
13w13w1763.0w522w99.2w11w['SANCHEZ, D', 'GOMEZ, J', 'KLAVAN, R', 'DUNK, L', 'SMITH, A', 'FERNANDINHO', 'SHAQIRI, X', 'FABREGAS, C', 'SALAH, M', 'HEUNG-MIN, S', 'RYAN, M']
14w14w1476.0w522w98.80000000000001w11w['OTAMENDI, N', 'SANCHEZ, D', 'GOMEZ, J', 'FRANCIS, S', 'BENNETT, R', 'ERIKSEN, C', 'HAZARD, E', 'MKHITARYAN, H', 'MCCARTHY, J', 'FIRMINO, R', 'PICKFORD, J']
15w15w1717.0w522w99.3w11w['RUDIGER, A', 'DANILO', 'TOMKINS, J', 'MALONE, S', 'DE BRUYNE, K', 'GROSS, P', 'MOOY, A', 'NDIDI, W', 'RITCHIE, M', 'KANE, H', 'FABIANSKI, L']
16w16w1554.0w522w98.4w11w['OTAMENDI, N', 'AZPILICUETA, C', 'LASCELLES, J', 'CAHILL, G', 'CATHCART, C', 'STERLING, R', 'MAHREZ, R', 'DELPH, F', 'IBE, J', 'WOOD, C', 'MIGNOLET, S']
17w17w1505.0w522w100.0w11w['MUSTAFI, S', 'LOVREN, D', 'ROBERTSON, A', 'KOLASINAC, S', 'STERLING, R', 'FERNANDINHO', 'DOUCOURE, A', 'MUTCH, J', 'VARDY, J', 'LACAZETTE, A', 'HEATON, T']
18w18w1621.0w522w100.0w11w['OTAMENDI, N', 'AZPILICUETA, C', 'WALKER, K', 'SOARES, C', 'GROSS, P', 'FABREGAS, C', 'LANZINI, M', 'AHANNACH, S', 'LACAZETTE, A', 'BARNES, A', 'PICKFORD, J']
19w19w1684.0w522w99.7w11w['MUSTAFI, S', 'TOMKINS, J', 'PRODL, S', 'KONGOLO, T', 'DE BRUYNE, K', 'HAZARD, E', 'FERNANDINHO', 'OZIL, M', 'MILIVOJEVIC, L', 'ARNAUTOVIC, M', 'LLORIS, H']
20w20w1544.0w522w98.6w11w['VERTONGHEN, J', 'VALENCIA, A', 'GOMEZ, J', 'WARD, S', 'STANKOVIC, J', 'SILVA, D', 'ALLI, D', 'GUEYE, I', 'KOUYATE, C', 'AGUERO, S', 'PICKFORD, J']
21w21w1743.0w522w100.0w11w['OTAMENDI, N', 'AZPILICUETA, C', 'ALONSO, M', 'WALKER-PETERS, K', 'ERIKSEN, C', 'SHAQIRI, X', 'MILIVOJEVIC, L', 'MCARTHUR, J', 'NOBLE, M', 'ARNAUTOVIC, M', 'PICKFORD, J']
22w22w1606.0w522w99.49999999999999w11w['AZPILICUETA, C', 'VERTONGHEN, J', 'TARKOWSKI, J', 'VAN AANHOLT, P', 'MORENO, A', 'POGBA, P', 'OZIL, M', 'SHAQIRI, X', 'NDIDI, W', 'MURRAY, G', 'FABIANSKI, L']
23w23w1665.0w522w100.0w11w['MONREAL, N', 'LOVREN, D', 'ZABALETA, P', 'GROSS, P', 'SHAQIRI, X', 'KANTE, N', 'STANISLAS, J', 'ANTONIO, M', 'SALAH, M', 'HEUNG-MIN, S', 'GOMES, H']
24w24w1648.0w522w99.39999999999999w11w['ALONSO, M', 'MAGUIRE, H', 'KOSCIELNY, L', 'CRESSWELL, A', 'MASUAKU, A', 'DE BRUYNE, K', 'FERNANDINHO', 'XHAKA, G', 'GROSS, P', 'HEUNG-MIN, S', 'GAZZANIGA, P']
25w25w1704.0w522w100.0w11w['ROBERTSON, A', 'DANILO', 'STONES, J', 'SMITH, T', 'CLARK, C', 'ERIKSEN, C', 'FERNANDINHO', 'MAHREZ, R', 'MOOY, A', 'KANE, H', 'FABIANSKI, L']
26w26w1446.0w522w99.89999999999999w11w['AZPILICUETA, C', 'RICE, D', 'ZEEGELAAR, M', 'FERNANDINHO', 'MOOY, A', 'MILIVOJEVIC, L', 'FRASER, R', 'KANE, H', 'AGUERO, S', 'IHEANACHO, K', 'WARD, D']
27w27w1587.0w522w99.9w11w['SANCHEZ, D', 'SMALLING, C', 'BERTRAND, R', 'DUFFY, S', 'DE BRUYNE, K', 'GUEYE, I', 'ROMEU, O', 'OX-CHAMBERLAIN, A', 'DIAME, M', 'LACAZETTE, A', 'DE GEA, D']
28w28w1622.0w522w99.9w11w['VERTONGHEN, J', 'VALENCIA, A', 'MUSTAFI, S', 'VAN AANHOLT, P', 'AKE, N', 'DE BRUYNE, K', 'OZIL, M', 'KANTE, N', 'NORMANN, M', 'KANE, H', 'SPERONI, J']
29w29w1719.0w522w99.29999999999998w11w['OTAMENDI, N', 'AZPILICUETA, C', 'SCHINDLER, C', 'DUNK, L', 'CHRISTENSEN, A', 'FERNANDINHO', 'GUEYE, I', 'GUDMUNDSSON, J', 'GRAY, D', 'KANE, H', 'HENNESSEY, W']
30w30w1682.0w522w99.69999999999999w11w['OTAMENDI, N', 'AZPILICUETA, C', 'ALONSO, M', 'BERTRAND, R', 'BRUNO', 'GROSS, P', 'ZAHA, W', 'DELPH, F', 'HENDERSON, J', 'DEENEY, T', 'LLORIS, H']
31w31w1738.0w522w100.0w11w['SMALLING, C', 'LASCELLES, J', 'HOEDT, W', 'KABASELE, C', 'MARIAPPA, A', 'DE BRUYNE, K', 'XHAKA, G', 'KANTE, N', 'GUEYE, I', 'KANE, H', 'DE GEA, D']
32w32w1509.0w522w98.69999999999999w11w['WALKER, K', 'BELLERIN, H', 'MATIP, J', 'GOMEZ, J', 'STERLING, R', 'FERNANDINHO', 'MAHREZ, R', 'FRASER, R', 'BANINGIME, B', 'HEUNG-MIN, S', 'WARD, D']
33w33w1639.0w522w99.69999999999999w11w['OTAMENDI, N', 'VERTONGHEN, J', 'ZOUMA, K', 'MASUAKU, A', 'HADERGJONAJ, F', 'DE BRUYNE, K', 'FERNANDINHO', 'MILIVOJEVIC, L', 'AGUERO, S', 'KACHUNGA, E', 'BEGOVIC, A']
34w34w1828.0w522w99.8w11w['OTAMENDI, N', 'ALONSO, M', 'TARKOWSKI, J', 'HOEDT, W', 'HEFELE, M', 'ERIKSEN, C', 'FERNANDINHO', 'GUEYE, I', 'IZQUIERDO, J', 'SALAH, M', 'LOSSL, J']
35w35w1550.0w522w99.8w11w['WALKER, K', 'VERTONGHEN, J', 'MUSTAFI, S', 'ZOUMA, K', 'DUNK, L', 'STERLING, R', 'SILVA, D', 'IBORRA, V', 'PUNCHEON, J', 'KANE, H', 'STEKELENBURG, M']
36w36w1980.1w522w116.9w11w['OTAMENDI, N', 'AZPILICUETA, C', 'VALENCIA, A', 'DE BRUYNE, K', 'XHAKA, G', 'POGBA, P', 'WILLIAN', 'SALAH, M', 'AGUERO, S', 'LUKAKU, R', 'HENNESSEY, W']
37w37w1719.0w522w99.8w11w['AZPILICUETA, C', 'VALENCIA, A', 'JORGENSEN, M', 'ZOUMA, K', 'BRUNO', 'DE BRUYNE, K', 'DOUCOURE, A', 'NDIDI, W', 'FIRMINO, R', 'CALVERT-LEWIN, D', 'FABIANSKI, L']
38w38w1539.0w522w99.8w11w['MAGUIRE, H', 'TOMKINS, J', 'KOMPANY, V', 'ZABALETA, P', 'DE BRUYNE, K', 'ERIKSEN, C', 'SILVA, D', 'ARTER, H', 'HARRIS, K', 'FIRMINO, R', 'KARIUS, L']
39w39w1689.0w522w99.8w11w['KOLASINAC, S', 'BERTRAND, R', 'DUNK, L', 'MARTINA, C', 'DE BRUYNE, K', 'SILVA, D', 'MOOY, A', 'RICHARLISON', 'GUEYE, I', 'LUKAKU, R', 'POPE, N']
40w40w1583.0w522w98.39999999999999w11w['OTAMENDI, N', 'BELLERIN, H', 'KLAVAN, R', 'SMITH, A', 'ZAHA, W', 'ALLI, D', 'VAN LA PARRA, R', 'TOWELL, R', 'SALAH, M', 'ARNAUTOVIC, M', 'ELLIOT, R']
41w41w1554.0w522w99.69999999999999w11w['AZPILICUETA, C', 'MONREAL, N', 'RUDIGER, A', 'BELLERIN, H', 'TOMKINS, J', 'ERIKSEN, C', 'STERLING, R', 'MARCH, S', 'MCCARTHY, J', 'HEUNG-MIN, S', 'GRANT, L']
42w42w1668.0w522w100.0w11w['AZPILICUETA, C', 'MONREAL, N', 'BELLERIN, H', 'MATIP, J', 'GOMEZ, J', 'SILVA, D', 'SANE, L', 'SHAQIRI, X', 'SUNG-YEUNG, K', 'BONATINI, L', 'DE GEA, D']
43w43w1551.0w522w99.89999999999999w11w['OTAMENDI, N', 'ALONSO, M', 'DAVIES, B', 'HALFORD, G', 'STERLING, R', 'SHAQIRI, X', 'MCARTHUR, J', 'SIGURDSSON, G', 'SCHNEIDERLIN, M', 'LUKAKU, R', 'PICKFORD, J']
44w44w1578.0w522w99.89999999999999w11w['OTAMENDI, N', 'VERTONGHEN, J', 'VAN DIJK, V', 'RICE, D', 'DE BRUYNE, K', 'MAHREZ, R', 'GROSS, P', 'MATIC, N', 'DOUCOURE, A', 'HUGILL, J', 'SPERONI, J']
45w45w1523.0w522w99.9w11w['AZPILICUETA, C', 'BELLERIN, H', 'GOMEZ, J', 'TRIPPIER, K', 'FOSU-MENSAH, T', 'ERIKSEN, C', 'ZAHA, W', 'GUEYE, I', 'LACAZETTE, A', 'ABRAHAM, T', 'GOMES, H']
46w46w1672.0w522w98.89999999999999w11w['WALKER, K', 'BERTRAND, R', 'CRESSWELL, A', 'HALFORD, G', 'DE BRUYNE, K', 'ERIKSEN, C', 'POGBA, P', 'MATIC, N', 'DOUCOURE, A', 'CALVERT-LEWIN, D', 'LOSSL, J']
47w47w1642.0w522w98.0w11w['OTAMENDI, N', 'VALENCIA, A', 'LEJEUNE, F', 'DUMMETT, P', 'MALONE, S', 'FERNANDINHO', 'ROMEU, O', 'SURMAN, A', 'SALAH, M', 'MORATA, A', 'LOSSL, J']
48w48w1557.0w522w99.70000000000002w11w['WALKER, K', 'VERTONGHEN, J', 'KOLASINAC, S', 'JORGENSEN, M', 'SMITH, B', 'MAHREZ, R', 'MOOY, A', 'COOK, L', 'AGUERO, S', 'LACAZETTE, A', 'RYAN, M']
49w49w969.0w522w92.0w11w['GOMEZ, J', 'KLAVAN, R', 'LEJEUNE, F', 'MANGALA, E', 'DE BRUYNE, K', 'GUEYE, I', 'DEFOUR, S', 'AUSTIN, C', 'SOLANKE, D', 'MITROVIC, A', 'SPERONI, J']
50w50w1641.0w522w98.99999999999999w11w['MONREAL, N', 'DAVIES, B', 'DANILO', 'GOMEZ, J', 'BERTRAND, R', 'MATIC, N', 'WILLIAN', 'GUEYE, I', 'NDIDI, W', 'HEUNG-MIN, S', 'DE GEA, D']
51w51w1829.0w522w99.60000000000001w11w['OTAMENDI, N', 'VERTONGHEN, J', 'DAVIES, B', 'LASCELLES, J', 'AKE, N', 'ERIKSEN, C', 'SILVA, D', 'DAMOUR, L', 'KAIKAI, S', 'SALAH, M', 'RYAN, M']
52w52w1691.1w522w105.90000000000002w11w['AZPILICUETA, C', 'WALKER, K', 'ALONSO, M', 'MUSTAFI, S', 'VAN AANHOLT, P', 'STERLING, R', 'SILVA, D', 'XHAKA, G', 'SALAH, M', 'GRAY, A', 'BORUC, A']
53w53w1613.0w522w99.2w11w['AZPILICUETA, C', 'VALENCIA, A', 'SANCHEZ, D', 'OXFORD, R', 'DE BRUYNE, K', 'ALLI, D', 'CLEVERLEY, T', 'ANTONIO, M', 'DIAZ, B', 'KANE, H', 'LLORIS, H']
54w54w1808.0w522w98.9w11w['AZPILICUETA, C', 'GOMEZ, J', 'BERTRAND, R', 'LOWTON, M', 'BENALOUANE, Y', 'SILVA, D', 'XHAKA, G', 'ZAHA, W', 'IWOBI, A', 'SALAH, M', 'LLORIS, H']
55w55w1804.0w522w99.6w11w['SANCHEZ, D', 'CRESSWELL, A', 'YEDLIN, D', 'EVANS, J', 'ERIKSEN, C', 'DOUCOURE, A', 'MOOY, A', 'FRASER, R', 'SALAH, M', 'HEUNG-MIN, S', 'LLORIS, H']
56w56w1713.0w522w99.8w11w['AZPILICUETA, C', 'DANILO', 'WARD, S', 'DANIELS, C', 'DE BRUYNE, K', 'STERLING, R', 'NDIDI, W', 'ROMEU, O', 'LEMINA, M', 'ARNAUTOVIC, M', 'CECH, P']
57w57w1669.0w522w99.10000000000001w11w['AZPILICUETA, C', 'DAVIES, B', 'LOVREN, D', 'DANIELS, C', 'SIMPSON, D', 'DE BRUYNE, K', 'STERLING, R', 'MILIVOJEVIC, L', 'HARRIS, K', 'MURRAY, G', 'MORAES, E']
58w58w1456.5w522w105.50000000000001w11w['MUSTAFI, S', 'MATIP, J', 'LOWTON, M', 'OGBONNA, A', 'SILVA, D', 'HAZARD, E', 'LINGARD, J', 'DIER, E', 'SALAH, M', 'AGUERO, S', 'HART, J']
59w59w1525.0w522w98.89999999999999w11w['AZPILICUETA, C', 'WALKER, K', 'VAN AANHOLT, P', 'WARD, S', 'HAZARD, E', 'XHAKA, G', 'MILIVOJEVIC, L', 'SUNG-YEUNG, K', 'PILKINGTON, A', 'AGUERO, S', 'MCCARTHY, A']
60w60w1673.0w522w99.79999999999998w11w['OTAMENDI, N', 'LASCELLES, J', 'SCHINDLER, C', 'SMITH, T', 'SILVA, D', 'OZIL, M', 'KANTE, N', 'SKALAK, J', 'LUKAKU, R', 'ARNAUTOVIC, M', 'DE GEA, D']
61w61w1607.0w522w98.80000000000001w11w['VALENCIA, A', 'KOLASINAC, S', 'DANILO', 'ZOUMA, K', 'KENNY, J', 'DE BRUYNE, K', 'POGBA, P', 'SHAQIRI, X', 'SUNG-YEUNG, K', 'VARDY, J', 'LOSSL, J']
62w62w1452.0w522w99.49999999999999w11w['GOMEZ, J', 'MASUAKU, A', 'SUTTNER, M', 'ERIKSEN, C', 'SILVA, D', 'MAHREZ, R', 'MCARTHUR, J', 'VARDY, J', 'MURRAY, G', 'PEREZ, A', 'DARLOW, K']
63w63w1608.0w522w99.0w11w['OTAMENDI, N', 'WALKER, K', 'VAN AANHOLT, P', 'ZOUMA, K', 'DANIELS, C', 'STERLING, R', 'GUEYE, I', 'NORWOOD, O', 'FIRMINO, R', 'HEUNG-MIN, S', 'KARIUS, L']
64w64w1541.0w522w99.7w11w['VALENCIA, A', 'MAGUIRE, H', 'TRIPPIER, K', 'MALONE, S', 'FERNANDINHO', 'GROSS, P', 'VAN LA PARRA, R', 'MCQUEEN, S', 'SALAH, M', 'AGUERO, S', 'OSPINA, D']
65w65w1728.0w522w99.1w11w['AZPILICUETA, C', 'VALENCIA, A', 'KOLASINAC, S', 'MEE, B', 'HOLEBAS, J', 'DE BRUYNE, K', 'FERNANDINHO', 'MATIC, N', 'PEREYRA, R', 'MURRAY, G', 'POPE, N']
66w66w1451.0w522w99.49999999999999w11w['WALKER, K', 'MONREAL, N', 'TOMKINS, J', 'JANMAAT, D', 'MAVROPANOS, K', 'STERLING, R', 'SANE, L', 'WILLIAN', 'NDIDI, W', 'AGUERO, S', 'GAZZANIGA, P']
67w67w1625.0w522w99.80000000000001w11w['MATIP, J', 'KOLASINAC, S', 'ZABALETA, P', 'FRANCIS, S', 'XHAKA, G', 'ZAHA, W', 'IBE, J', 'LEMINA, M', 'SALAH, M', 'KANE, H', 'HAMER, B']
68w68w1553.0w522w99.10000000000001w11w['VERTONGHEN, J', 'RUDIGER, A', 'MUSTAFI, S', 'ROBERTSON, A', 'ZOUMA, K', 'FERNANDINHO', 'KANTE, N', 'HENDERSON, J', 'DEMBELE, M', 'PEREZ, A', 'POPE, N']
69w69w1703.0w522w99.9w11w['AZPILICUETA, C', 'LASCELLES, J', 'DANILO', 'RICE, D', 'BOLY, W', 'ERIKSEN, C', 'RITCHIE, M', 'GRAY, D', 'SALAH, M', 'KANE, H', 'DUBRAVKA, M']
70w70w1695.0w522w99.39999999999999w11w['OTAMENDI, N', 'WALKER, K', 'MUSTAFI, S', 'DANILO', 'JORGENSEN, M', 'FERNANDINHO', 'POGBA, P', 'RICHARLISON', 'GUEYE, I', 'WILSON, C', 'HENNESSEY, W']
71w71w1913.0w522w99.9w11w['AZPILICUETA, C', 'LOVREN, D', 'SANCHEZ, D', 'HOEDT, W', 'LOWE, C', 'STERLING, R', 'SILVA, D', 'DOUCOURE, A', 'OBIANG, P', 'SALAH, M', 'RYAN, M']
72w72w1539.0w522w99.79999999999998w11w['VALENCIA, A', 'ROBERTSON, A', 'MAGUIRE, H', 'DANIELS, C', 'STANKOVIC, J', 'ERIKSEN, C', 'MAHREZ, R', 'RICHARLISON', 'KANE, H', 'SOLANKE, D', 'KARIUS, L']
73w73w1549.0w522w100.0w11w['BELLERIN, H', 'ROBERTSON, A', 'OGBONNA, A', 'BONG, G', 'SILVA, D', 'HAZARD, E', 'MATIC, N', 'LENNON, A', 'FIRMINO, R', 'BARNES, A', 'FABIANSKI, L']
74w74w1646.0w522w99.30000000000001w11w['OTAMENDI, N', 'WALKER, K', 'VALENCIA, A', 'LOVREN, D', 'DANILO', 'SILVA, D', 'XHAKA, G', 'MOOY, A', 'ALBRIGHTON, M', 'DEPOITRE, L', 'WARD, D']
75w75w1544.0w522w99.40000000000002w11w['RUDIGER, A', 'DAVIES, B', 'MUSTAFI, S', 'SMALLING, C', 'DANIELS, C', 'ALLI, D', 'DOUCOURE, A', 'WALCOTT, T', 'MARKOVIC, L', 'SALAH, M', 'GOMES, H']
76w76w1617.0w522w99.49999999999999w11w['OTAMENDI, N', 'AZPILICUETA, C', 'ALONSO, M', 'VERTONGHEN, J', 'COOK, S', 'DE BRUYNE, K', 'RICHARLISON', 'STEPHENS, D', 'STANISLAS, J', 'OKAKA, S', 'DUBRAVKA, M']
77w77w1576.0w522w99.60000000000001w11w['OTAMENDI, N', 'SCHLUPP, J', 'MINGS, T', 'BENALOUANE, Y', 'DE BRUYNE, K', 'GROSS, P', 'MANE, S', 'DIER, E', 'SALAH, M', 'PEREZ, A', 'HART, J']
78w78w1670.0w522w99.9w11w['OTAMENDI, N', 'ALONSO, M', 'BELLERIN, H', 'JONES, P', 'RAMSEY, A', 'MOOY, A', 'GUEYE, I', 'HOGG, J', 'REDMOND, N', 'FIRMINO, R', 'POPE, N']
79w79w1518.0w522w98.60000000000001w11w['OTAMENDI, N', 'WALKER, K', 'KOLASINAC, S', 'FRANCIS, S', 'HOLDING, R', 'FERNANDINHO', 'DOUCOURE, A', 'MILIVOJEVIC, L', 'HEUNG-MIN, S', 'LACAZETTE, A', 'MAENPAA, N']
80w80w1549.0w522w99.79999999999998w11w['AZPILICUETA, C', 'WALKER, K', 'KOSCIELNY, L', 'TARKOWSKI, J', 'MEE, B', 'STERLING, R', 'MAHREZ, R', 'RICHARLISON', 'STANISLAS, J', 'MURRAY, G', 'GREEN, R']
81w81w1707.0w522w99.9w11w['AZPILICUETA, C', 'MONREAL, N', 'MAGUIRE, H', 'KOLASINAC, S', 'FERNANDINHO', 'OZIL, M', 'RAMSEY, A', 'LENNON, A', 'PILKINGTON, A', 'SALAH, M', 'ADRIAN']
82w82w1820.0w522w99.8w11w['OTAMENDI, N', 'ALONSO, M', 'MUSTAFI, S', 'LOVREN, D', 'VAN AANHOLT, P', 'MOOY, A', 'DELPH, F', 'STEPHENS, D', 'SALAH, M', 'DEFOE, J', 'COURTOIS, T']
83w83w0.0w522w77.8w12w['IORFA, D', 'CARGILL, B', 'PILKINGTON, A', 'MCDONALD, K', 'REID, B', 'JORGINHO', 'MARTINEZ, T', 'GALLAGHER, S', 'GREEN, R', 'LENO, B', 'MURPHY, B', 'GUAITA, V']
84w84w1518.0w522w99.5w11w['MONREAL, N', 'SCHINDLER, C', 'BERTRAND, R', 'JORGENSEN, M', 'HOEDT, W', 'HAZARD, E', 'GUDMUNDSSON, J', 'NDIDI, W', 'LUKAKU, R', 'MARTIAL, A', 'RYAN, M']
85w85w1590.0w522w99.89999999999999w11w['MAGUIRE, H', 'SCHINDLER, C', 'TOMKINS, J', 'DURM, E', 'DE BRUYNE, K', 'ERIKSEN, C', 'XHAKA, G', 'MATIC, N', 'MILIVOJEVIC, L', 'PEREZ, A', 'KARIUS, L']
86w86w1640.0w522w99.99999999999999w11w['DAVIES, B', 'MUSTAFI, S', 'LOVREN, D', 'LASCELLES, J', 'KLAVAN, R', 'OZIL, M', 'MATIC, N', 'IZQUIERDO, J', 'OX-CHAMBERLAIN, A', 'HEUNG-MIN, S', 'DE GEA, D']
87w87w1825.0w522w99.3w11w['ROBERTSON, A', 'LASCELLES, J', 'DANILO', 'SCHINDLER, C', 'HOEDT, W', 'ERIKSEN, C', 'POGBA, P', 'MILIVOJEVIC, L', 'NDIDI, W', 'SALAH, M', 'RYAN, M']
88w88w1725.0w522w99.3w11w['AZPILICUETA, C', 'VAN AANHOLT, P', 'JORGENSEN, M', 'DUNK, L', 'DE BRUYNE, K', 'MAHREZ, R', 'MOOY, A', 'ROMEU, O', 'ARNAUTOVIC, M', 'WOOD, C', 'LOSSL, J']
89w89w1473.0w522w99.99999999999999w11w['SANCHEZ, D', 'VAN AANHOLT, P', 'KOMPANY, V', 'MAVROPANOS, K', 'DE BRUYNE, K', 'HAZARD, E', 'RAMSEY, A', 'SHAQIRI, X', 'LANZINI, M', 'HEUNG-MIN, S', 'GAZZANIGA, P']
90w90w1595.0w522w99.00000000000001w11w['LOVREN, D', 'KOLASINAC, S', 'ZOUMA, K', 'LOWTON, M', 'XHAKA, G', 'POGBA, P', 'GROSS, P', 'ZAHA, W', 'DOUCOURE, A', 'KANE, H', 'NORRIS, W']
91w91w1720.0w522w99.60000000000002w11w['OTAMENDI, N', 'AZPILICUETA, C', 'KOSCIELNY, L', 'TRIPPIER, K', 'ERIKSEN, C', 'DOUCOURE, A', 'SHAQIRI, X', 'HOGG, J', 'SABIRI, A', 'VARDY, J', 'POPE, N']
92w92w1675.0w522w99.89999999999999w11w['ALONSO, M', 'SANCHEZ, D', 'DANILO', 'CAHILL, G', 'FRANCIS, S', 'ERIKSEN, C', 'XHAKA, G', 'HENDERSON, J', 'DEFOUR, S', 'SALAH, M', 'GOMES, H']
93w93w1577.0w522w100.0w11w['OTAMENDI, N', 'VALENCIA, A', 'ROBERTSON, A', 'JONES, P', 'MORGAN, W', 'STERLING, R', 'FERNANDINHO', 'DOUCOURE, A', 'WILLIAN', 'WOOD, C', 'WARD, D']
94w94w1668.0w522w99.5w11w['AZPILICUETA, C', 'ROBERTSON, A', 'DANILO', 'DUFFY, S', 'SHAQIRI, X', 'MILIVOJEVIC, L', 'IZQUIERDO, J', 'LANZINI, M', 'FRASER, R', 'KANE, H', 'COURTOIS, T']
95w95w1656.0w522w99.8w11w['WALKER, K', 'LOVREN, D', 'JONES, P', 'AKE, N', 'SANE, L', 'MATIC, N', 'FABREGAS, C', 'RICHARLISON', 'PROPPER, D', 'HEUNG-MIN, S', 'RYAN, M']
96w96w1401.0w522w99.49999999999999w11w['ALONSO, M', 'JORGENSEN, M', 'BRUNO', 'MAVROPANOS, K', 'FERNANDINHO', 'SANE, L', 'PEREYRA, R', 'WIJNALDUM, G', 'AGUERO, S', 'FIRMINO, R', 'DUBRAVKA, M']
97w97w1703.0w522w99.4w11w['AZPILICUETA, C', 'BELLERIN, H', 'KOSCIELNY, L', 'SCHINDLER, C', 'OGBONNA, A', 'DE BRUYNE, K', 'STERLING, R', 'MILIVOJEVIC, L', 'NORMANN, M', 'KANE, H', 'GOMES, H']
98w98w1670.0w522w98.4w11w['SMALLING, C', 'SCHINDLER, C', 'TOMKINS, J', 'JORGENSEN, M', 'LOWE, C', 'DE BRUYNE, K', 'SANE, L', 'MATIC, N', 'NOBLE, M', 'SALAH, M', 'GAZZANIGA, P']
99w99w1593.0w522w99.8w11w['RUDIGER, A', 'DAVIES, B', 'MUSTAFI, S', 'MATIP, J', 'ERIKSEN, C', 'POGBA, P', 'MURPHY, J', 'MUTCH, J', 'SALAH, M', 'KING, J', 'MCCARTHY, A']
